@RELATION LID

@ATTRIBUTE zeroCross_FP1 NUMERIC
@ATTRIBUTE zeroCross_FP2 NUMERIC
@ATTRIBUTE zeroCross_F3 NUMERIC
@ATTRIBUTE zeroCross_F4 NUMERIC
@ATTRIBUTE zeroCross_C3 NUMERIC
@ATTRIBUTE zeroCross_C4 NUMERIC
@ATTRIBUTE zeroCross_P3 NUMERIC
@ATTRIBUTE zeroCross_P4 NUMERIC
@ATTRIBUTE zeroCross_O1 NUMERIC
@ATTRIBUTE zeroCross_O2 NUMERIC
@ATTRIBUTE zeroCross_F7 NUMERIC
@ATTRIBUTE zeroCross_F8 NUMERIC
@ATTRIBUTE zeroCross_T3 NUMERIC
@ATTRIBUTE zeroCross_T4 NUMERIC
@ATTRIBUTE zeroCross_T5 NUMERIC
@ATTRIBUTE zeroCross_T6 NUMERIC
@ATTRIBUTE zeroCross_FZ NUMERIC
@ATTRIBUTE zeroCross_CZ NUMERIC
@ATTRIBUTE zeroCross_PZ NUMERIC
@ATTRIBUTE HjorthMobility_FP1 NUMERIC
@ATTRIBUTE HjorthMobility_FP2 NUMERIC
@ATTRIBUTE HjorthMobility_F3 NUMERIC
@ATTRIBUTE HjorthMobility_F4 NUMERIC
@ATTRIBUTE HjorthMobility_C3 NUMERIC
@ATTRIBUTE HjorthMobility_C4 NUMERIC
@ATTRIBUTE HjorthMobility_P3 NUMERIC
@ATTRIBUTE HjorthMobility_P4 NUMERIC
@ATTRIBUTE HjorthMobility_O1 NUMERIC
@ATTRIBUTE HjorthMobility_O2 NUMERIC
@ATTRIBUTE HjorthMobility_F7 NUMERIC
@ATTRIBUTE HjorthMobility_F8 NUMERIC
@ATTRIBUTE HjorthMobility_T3 NUMERIC
@ATTRIBUTE HjorthMobility_T4 NUMERIC
@ATTRIBUTE HjorthMobility_T5 NUMERIC
@ATTRIBUTE HjorthMobility_T6 NUMERIC
@ATTRIBUTE HjorthMobility_FZ NUMERIC
@ATTRIBUTE HjorthMobility_CZ NUMERIC
@ATTRIBUTE HjorthMobility_PZ NUMERIC
@ATTRIBUTE HjorthComplexity_FP1 NUMERIC
@ATTRIBUTE HjorthComplexity_FP2 NUMERIC
@ATTRIBUTE HjorthComplexity_F3 NUMERIC
@ATTRIBUTE HjorthComplexity_F4 NUMERIC
@ATTRIBUTE HjorthComplexity_C3 NUMERIC
@ATTRIBUTE HjorthComplexity_C4 NUMERIC
@ATTRIBUTE HjorthComplexity_P3 NUMERIC
@ATTRIBUTE HjorthComplexity_P4 NUMERIC
@ATTRIBUTE HjorthComplexity_O1 NUMERIC
@ATTRIBUTE HjorthComplexity_O2 NUMERIC
@ATTRIBUTE HjorthComplexity_F7 NUMERIC
@ATTRIBUTE HjorthComplexity_F8 NUMERIC
@ATTRIBUTE HjorthComplexity_T3 NUMERIC
@ATTRIBUTE HjorthComplexity_T4 NUMERIC
@ATTRIBUTE HjorthComplexity_T5 NUMERIC
@ATTRIBUTE HjorthComplexity_T6 NUMERIC
@ATTRIBUTE HjorthComplexity_FZ NUMERIC
@ATTRIBUTE HjorthComplexity_CZ NUMERIC
@ATTRIBUTE HjorthComplexity_PZ NUMERIC
@ATTRIBUTE HurstExponent_FP1 NUMERIC
@ATTRIBUTE HurstExponent_FP2 NUMERIC
@ATTRIBUTE HurstExponent_F3 NUMERIC
@ATTRIBUTE HurstExponent_F4 NUMERIC
@ATTRIBUTE HurstExponent_C3 NUMERIC
@ATTRIBUTE HurstExponent_C4 NUMERIC
@ATTRIBUTE HurstExponent_P3 NUMERIC
@ATTRIBUTE HurstExponent_P4 NUMERIC
@ATTRIBUTE HurstExponent_O1 NUMERIC
@ATTRIBUTE HurstExponent_O2 NUMERIC
@ATTRIBUTE HurstExponent_F7 NUMERIC
@ATTRIBUTE HurstExponent_F8 NUMERIC
@ATTRIBUTE HurstExponent_T3 NUMERIC
@ATTRIBUTE HurstExponent_T4 NUMERIC
@ATTRIBUTE HurstExponent_T5 NUMERIC
@ATTRIBUTE HurstExponent_T6 NUMERIC
@ATTRIBUTE HurstExponent_FZ NUMERIC
@ATTRIBUTE HurstExponent_CZ NUMERIC
@ATTRIBUTE HurstExponent_PZ NUMERIC
@ATTRIBUTE class {1 2}

@DATA
0,0,32,0,27,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0.129958733683376,0.0535356585960860,0.402079193150640,0.0850973720050170,0.391491371161519,0.343903308717060,0.291544373005479,0.0865069917031921,0.0785884815330695,0.178439604643771,0.102725765322175,0.0712391061140553,0.120537318983697,0.198974210329258,0.0843482910764620,0.0530127262020134,0.252507414164294,0.102710597958937,0.164260052354138,1.03144757456712,1.34100676933313,1.21131106349819,1.25358729024201,0.798752887561741,0.826322792406794,0.832699379656547,1.06645253276854,1.33055819804566,1.22181010055426,1.34930252711442,1.30522915873016,1.32648648204173,0.794284180848151,1.19662291852646,1.31404453828660,0.880552351276160,1.06285320526749,1.08099005703358,0.668679382893657,0.460230268249938,0.823861060456081,0.692850454590351,0.289181652812726,0.319735454434751,0.905190658543147,0.588150639120033,0.779098443841542,0.760291896833378,0.631547687321451,1.08697406106349,1.05765291364264,0.283445858090616,0.624051821346677,0.744652242775312,0.656162688642834,0.881010923330150,0.489293168817176,1
0,0,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573032260204401,0.0521366029075589,0.274528693807183,0.622717693385829,0.0875945076750986,0.0848820801720819,0.117504320720855,0.0842714280707866,0.0809115270350360,0.107533086683974,0.0971016959069942,0.0510560942765199,0.146512443500802,0.177488371110179,0.0670392438305271,0.0958971151886962,0.0690888757404920,0.0620390400285349,0.204566776111549,1.28513306996380,1.38764973137290,1.31086138774675,1.20142003897578,1.15388766775152,1.16986923051840,0.981713776445069,1.17322886319251,1.36799363227765,1.35723239184236,1.42972773670196,1.38975949164526,1.45672689025175,0.926896887370954,1.28672114093227,1.29986987760120,1.18041190139362,1.13932370575845,1.11846202763125,0.861866294073368,0.876853466321679,0.972105311842344,0.806987688384573,0.699037964197760,0.724074020892541,0.643580407658094,0.751842426061932,0.868822138528992,0.735514520975863,0.933885887260182,1.01592977809065,0.967618011307389,0.468474942645184,0.787171173728141,0.944650485766743,0.796210811825807,0.904683201560229,0.824418679875377,2
0,0,14,0,99,99,60,0,0,6,0,0,0,0,0,0,0,4,0,0.110361889232202,0.0550495666090677,0.398148840770326,0.0719976329001876,0.652349897729155,0.616136915605325,0.329664749020666,0.114457318329098,0.122875121970525,0.252274046065255,0.0991329232993344,0.0804503614022005,0.101609882270919,0.234394743363503,0.129092095556527,0.0603955013630467,0.179885221909401,0.202292912578740,0.128866456761297,1.08606521543983,1.35980958264008,1.27662269001327,1.30721486636196,0.604693132911375,0.636910684982335,0.904072868208019,1.08111622656394,1.32482448001038,1.22047673065404,1.37001227442732,1.33296723099436,1.38139538819027,0.756138136155168,1.18589687895483,1.31375779187352,0.970989342484921,0.905660320499985,1.11366763872927,0.682813183350807,0.769031035576319,0.738265410426902,0.580309180744666,0.574860167868601,0.533059358197130,0.945091914832215,0.654183945390186,0.884802103860974,0.862576368730666,0.780309543056633,0.783725755826985,0.973046789585464,0.330288913321509,0.780325590014303,0.878366678425397,0.783089770040622,0.902231073042375,0.742152132718677,1
0,0,103,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629655513579615,0.0518800534256834,0.702152634622188,0.736747079870105,0.0893539929164389,0.0859956941223560,0.138233630759620,0.0818535038286379,0.109106997638181,0.106124802474986,0.185091697102218,0.0683910500058458,0.162958125865277,0.187521725143523,0.0722498228409495,0.0765210739742872,0.0716769738298377,0.0701457751019167,0.129905079514147,1.32855189241908,1.39809553008108,1.15705487655847,1.22662208919755,1.07801285869904,1.11155013182989,1.06841612065631,1.21748498240409,1.40115310504455,1.33394753306638,1.46916665360762,1.36848250256103,1.44090344251515,0.850202982320307,1.34575394949523,1.30811475079797,1.23166576729251,1.17617494542957,1.14526256456891,0.895853042821247,0.846115766088019,0.829767899690222,0.715375205142252,0.603913084831395,0.599221758375862,0.847840982472084,0.640156278225746,0.868177021880996,0.668667426331336,0.970900778564519,0.834335310707811,0.858348555514575,0.255443888515171,0.756252968396136,0.668990577233836,0.636990086578428,0.708495807665629,0.824169244478256,2
0,0,30,0,103,96,47,0,0,2,0,0,0,0,0,0,0,69,0,0.130165228280857,0.0560966794691333,0.482145585980760,0.0777447045334872,0.562179664755539,0.488714984436728,0.348745437126788,0.117770535842305,0.152877393024077,0.212039412241286,0.105021847182901,0.0930342713292704,0.106837255609093,0.268139871128565,0.149353349945105,0.0625723984131006,0.199172028357308,0.424279558126278,0.120035616953528,1.10286982598160,1.36088086742493,1.28143889802958,1.30746782643689,0.672499192709212,0.707717794097646,0.807278666524456,1.07502161867990,1.33005302423666,1.25156017853908,1.37428702998378,1.31945047848377,1.34088949505160,0.751471492903488,1.16557516442400,1.29716775206170,0.975713879353767,0.785149825004009,1.05716273406069,0.818255367267075,0.729506914097816,0.755270150648041,0.943576180700671,0.586117105373562,0.613910147602392,0.858733473244051,0.669548671119716,0.896963510722493,0.670045673301649,0.717032431764265,0.985427935118899,0.967534549062303,0.443769032302298,0.790333820114235,0.925929104156545,0.744624904868618,0.901974574398329,0.813066530667372,1
0,0,133,95,0,0,40,0,0,0,8,0,0,0,0,0,0,0,0,0.0689344557115917,0.0517056063587948,0.882739061430773,0.688290527000095,0.0952136738819284,0.0888587746010287,0.321837646473527,0.0948653238164184,0.133649330032666,0.130415116151034,0.383746380971603,0.0806116467272592,0.214388760430077,0.184865945885894,0.0813282346427826,0.0660419664798589,0.0771961242210339,0.0633340192146971,0.103650714480371,1.30477419954231,1.36743312940039,1.02490560972138,1.23253833163934,1.06643843792030,1.05298145327488,0.940301809673813,1.17979041986809,1.32371666437111,1.27262964456114,1.39218966496875,1.37345945193321,1.45287176142987,0.857195358643228,1.28562668808766,1.30490124614357,1.23374548344183,1.17336009562279,1.13525969111664,0.709381530329655,0.763362987376303,0.759133234867587,1.00307253812992,0.567236219034046,0.592379526182944,0.919997562429271,0.547828754981149,0.874978652395514,0.658094954253479,0.973683868673657,1.04676365499249,0.967466165647021,0.434521966713909,0.694998315601802,1.01978042453546,0.501638759218376,0.932688224762822,0.724668762874272,2
0,0,49,0,104,100,33,0,0,0,0,0,2,0,0,0,61,0,0,0.107679030234490,0.0506079141854213,0.339824432932049,0.109183725109283,0.600141393372977,0.534096913174575,0.366696484393223,0.0934261408305984,0.112743187361246,0.117374125527146,0.0868846415109728,0.0753010811021221,0.127440773945906,0.237758608512042,0.110521708024398,0.0555906210076193,0.423614681640284,0.115330650358866,0.134710020033676,1.13652833855427,1.33586976765982,1.30421268280157,1.32206917227737,0.679307635777713,0.725923624594051,0.841700151533026,1.06883827652229,1.35099805673986,1.34793781986115,1.38293655748550,1.34043340625457,1.36724722064955,0.780519002463224,1.15014772113942,1.27498370017986,0.886368627648554,0.930360197665292,1.16909096936230,0.622888702796598,0.847745418856377,1.05193663818422,0.974191268004123,0.612303452091100,0.631360753846997,0.595339856196898,0.776277488908447,1.01384609034053,0.941521605556210,0.924724376515025,0.839561479799238,1.09103031482891,0.546319705335101,0.960515982643548,1.04183267004224,0.944826889817045,0.887009275916830,0.779511913997006,1
0,0,24,79,0,0,0,0,4,14,54,0,68,0,0,0,0,0,0,0.0765172205377444,0.0565191524022768,0.466494116147609,0.586841771117368,0.135096319597108,0.127842032263533,0.154624660785517,0.120461216432397,0.218852503247712,0.271298673014323,0.461123121802205,0.145080348820274,0.597632342816950,0.253148767409249,0.0843970982162559,0.0790654937349661,0.0923215965918515,0.0734931729581963,0.0828087939476332,1.25348477283060,1.37258963786035,1.30309294676819,1.29000413586428,1.10089802670541,1.11046401180507,1.02488003470018,1.14024601116602,1.36331175184606,1.29188564024348,1.41819505363980,1.38697040483257,1.30744362280471,0.896235241371967,1.29326045774359,1.30561946745544,1.12809637953870,1.17805478742903,1.25504729689705,0.981766977987737,1.04565815057302,0.710305071295392,1.04047576640219,0.812589914242060,0.819117731991240,0.852028325095726,0.893033218127104,0.849505437039807,0.909386395310545,0.996162180674486,1.07581992968662,0.829976504405239,0.671890224355665,0.788235176252859,0.987815736370032,0.858107672505534,0.984297014914277,0.776636426810725,2
0,0,130,0,81,57,22,0,0,0,0,0,0,0,0,0,94,0,0,0.106414667457992,0.0540601580682244,0.832829718204170,0.147296818833613,0.448662589748152,0.386778469986644,0.327375335666065,0.0962386623260278,0.0906082008045341,0.123839734528522,0.0878698780849755,0.0865660872971710,0.103042844606227,0.224770155629931,0.101829572067758,0.0535619410211875,0.569622500349502,0.0968858186357651,0.124019499642285,1.04067189228569,1.39103607788295,1.02609186335385,1.24285389815898,0.774858316457777,0.818550413881785,0.824979186183203,1.15200280274479,1.38732647488417,1.29163499359102,1.40612202666855,1.39748572449466,1.33837558317869,0.751883476546617,1.23380435461722,1.37407150933672,0.761806537012040,1.04280682390107,1.06062816683221,0.809249379226572,0.758187201763017,0.642470868776469,0.894599664918907,0.394496213998547,0.475941846967247,0.610772254080500,0.727248973031985,1.00135301367398,0.802074070609689,0.718872023236770,1.06313013074005,0.975925207723612,0.505970253964820,0.695096617400791,0.833597092294710,0.806061778102363,0.756025315224698,0.688937256750880,1
0,0,131,85,0,0,4,0,6,72,0,0,141,0,0,0,0,0,0,0.0728674430216402,0.0498543080575811,0.790021151519584,0.620388978959868,0.143230150264543,0.135930782766826,0.195062639861618,0.167345210507861,0.294063641050567,0.537294611015453,0.230429604376638,0.242682887608806,0.886633140544903,0.298914225476932,0.0951020265500444,0.0859743467013951,0.0804599667935762,0.0807722259038764,0.0860937790398758,1.24096398712884,1.34788759428937,1.13607321631233,1.25692587583351,1.08678713616813,1.10055067184256,1.04556776702575,1.10852885570629,1.29941810002258,1.16226576633163,1.42565533656920,1.35102597099043,1.11908250394311,0.852566521040743,1.24530226689982,1.26159858672429,1.13852531058615,1.09107416747056,1.24284587775453,0.835419943182743,1.00215349900953,0.816635428616916,1.03380728405742,0.660143073855453,0.643825265109568,0.861883491897260,0.742472661038510,0.770518831747390,0.773469985884802,0.897852387035894,0.964302934352099,0.908277457085762,0.349051238510894,0.762425270157172,0.693723258473288,0.923962500627125,0.583404411587131,0.628842259588614,2
0,0,36,94,83,62,6,0,0,0,0,0,0,0,0,0,69,0,0,0.146222598420891,0.0560639939882265,0.448219709894508,0.606838458880342,0.459512179283792,0.391474958840707,0.278622250461377,0.0954259564685457,0.0711930638802748,0.109611942532707,0.103279326557728,0.0906556329223607,0.196435026461829,0.237077917622006,0.106636041595844,0.0529124267931495,0.430925444113470,0.101719749691671,0.121488245941167,1.00588979629806,1.36828064567063,1.19465742417333,1.08913334360453,0.760041027453896,0.795649403943812,0.819452777967582,1.07722278802531,1.33996449537675,1.27138358229269,1.36435690208350,1.30577143671012,1.31959015660660,0.735622954360003,1.16438185730319,1.34085088815819,0.824803128663484,1.07995484227993,1.04609046785593,0.758312824093967,0.596511467841693,0.530567955875866,0.756951219957976,0.468895514601517,0.513383514258510,0.477049022919425,0.691916379530624,0.679271950274267,0.806276091933904,0.930145500129016,0.905894145464376,0.879871214538590,0.411914437789528,0.762325994080196,0.770751338864842,0.569096571206786,0.741318944767744,0.727187811730301,1
0,0,6,0,0,0,0,2,2,8,52,0,0,0,0,0,0,0,0,0.0704605036096411,0.0533232523312633,0.309368436602262,0.156662643763562,0.127411920335327,0.120096263242849,0.172619701976836,0.253474847866367,0.226451954679801,0.305400883056271,0.366595732891974,0.152683254930433,0.145771773514892,0.288933615912214,0.0945706598965291,0.0785891847020872,0.0792761390107627,0.0640790816662803,0.0806826079062009,1.27250337812543,1.37726950292256,1.30809897327489,1.33197437248605,1.03358275773067,1.02530265583054,0.948589744384425,1.06768398903065,1.30155967440429,1.23024339558231,1.36193726661222,1.35394394781672,1.39618875661332,0.801424604921293,1.27026923867530,1.28482658101730,1.20155681559090,1.19406579806895,1.17476713271886,0.711058284934038,0.784671972436561,0.886702315586389,0.957716159694384,0.649853716192363,0.622869511603967,0.971816719263110,0.725818757935144,0.789724701449453,0.749152875715475,1.03063009120355,1.10975738033710,0.921730474259030,0.403271742044798,0.843458562154165,0.949695780387882,0.812304737529156,0.628459383627609,0.718468154685959,2
0,0,102,14,96,74,0,0,0,0,0,0,34,14,0,0,92,0,0,0.131172134600073,0.0551751348890273,0.642930900937608,0.256222558254337,0.501973878167288,0.427868014178288,0.191585126552346,0.104064747821649,0.0750452911145502,0.121307829483438,0.127416760548962,0.116984511651664,0.387550206427135,0.311857438657803,0.118647571472795,0.0594190264384255,0.556625116073303,0.104563208318251,0.121989904279280,1.09006239773604,1.35548534505298,1.17742993961978,1.17626661216126,0.744669916938967,0.781214059785791,0.868398558208537,1.02721248674581,1.33675575351395,1.30189749596361,1.30115655541249,1.30508858948563,1.27821016685664,0.751342738704958,1.14113480064098,1.30263979639109,0.749340123004710,0.992314020669468,1.10563924859933,0.807364597689303,0.822290037477560,0.918626799297830,0.988649104832716,0.563230504581857,0.555840521303104,0.830495658270585,0.728404718541247,0.602970094704842,0.596557698759476,0.891081232406493,1.03788316039112,0.851315189795670,0.636337593292638,0.684912588196728,0.906968657035492,0.792316161702545,0.863597724019779,0.642335145681356,1
0,0,0,0,0,0,0,14,0,2,0,0,0,2,0,0,0,0,0,0.0754272726235539,0.0558992464945146,0.205382863258957,0.148532821020934,0.151028828859361,0.139645436815006,0.100168197067907,0.332279579975559,0.240006518936562,0.307017888977392,0.185974646816481,0.0786933903126779,0.133784854816507,0.297685813800184,0.109734477807095,0.104194185248103,0.0943073046650420,0.0728579607329702,0.0755559972517535,1.28585846808183,1.38844830223200,1.38479638283190,1.34537757222004,1.04657834175990,1.06281874641638,1.07363164100375,1.07970151709232,1.37690360184980,1.29980356340446,1.45662364233773,1.37761065093286,1.44423851480782,0.835263817951938,1.29747783670284,1.31222686151807,1.18161197607648,1.22045485181481,1.20009209197396,0.621531118233275,0.603876049310469,0.757160487688732,0.731054309633327,0.685202606744131,0.695542306716118,0.784518193500833,0.700540191780887,0.817088369608436,0.689958514916022,0.874792438771327,1.09574922111005,0.923103187259775,0.359755753780802,0.577935562607444,0.920684969626578,0.714130263355338,0.798491023450457,0.598570439121467,2
0,0,109,4,111,95,0,0,0,0,0,112,10,91,0,0,101,0,0,0.0941033374523905,0.0506157429612246,0.730258981262439,0.295359999958358,0.528341648897687,0.467534866503604,0.113648268394951,0.131245918560517,0.0753248498766644,0.123092770032126,0.181373377523270,0.713913823192824,0.284293890989507,0.394133082939277,0.109716918808549,0.0743798990991726,0.591072818456156,0.154799282751597,0.170014987377587,1.11280007556743,1.36174904940556,1.09596927568995,1.22882196339979,0.695649588995497,0.769170053068165,0.938742444070603,1.03409025597040,1.32474795758246,1.26730701139204,1.33090252509056,1.07510145853363,1.31508484383231,0.645407055164867,1.14846411501839,1.25072987416606,0.737091314099533,0.952962172359675,1.11384477083276,0.683915056181413,0.834236219700188,0.685596880655758,0.652671317433935,0.485348127481496,0.522247285755782,0.593341373365218,0.518354446834976,0.811896514104857,0.673896543844402,0.751313933142385,0.713682329843434,0.941566913640431,0.267800561042284,0.666478877561005,0.921012209434368,0.703098503136329,0.877855841842267,0.694492261142813,1
0,0,0,18,0,0,10,33,20,118,0,0,23,62,0,0,0,0,0,0.0877218187713610,0.0540463780383397,0.161967615870490,0.355400847799685,0.169669952143034,0.158158536588272,0.252692267630733,0.343962316847026,0.348697355670533,0.791514770677173,0.132473148174320,0.0868604313438966,0.428397021453648,0.378530807318385,0.188177049005259,0.0728569254663186,0.113554494449986,0.0733187230797786,0.0650970811127916,1.20796154181595,1.35874772244411,1.35537242779487,1.31557708026774,1.02139519562684,1.03246487170364,0.932567026499959,1.02588570306647,1.30050775765450,1.01119577726544,1.42000198252252,1.35854698300708,1.34518833213948,0.742286849741556,1.22305388641640,1.26762562964049,1.06832356354144,1.09203153926178,1.27297192174534,0.809810552236748,0.860723358612809,0.827851347108842,0.647216703006972,0.474946770419903,0.463814876757407,0.787515869964193,0.718727321702554,0.834462720174719,0.705751430821314,0.869983278622881,0.784570582927829,0.978811949770397,0.346328470976627,0.793014044416744,0.712255209399855,0.704502547690070,0.700513821516095,0.717722078491087,2
0,0,108,60,103,93,0,0,0,0,0,77,52,93,0,0,50,63,0,0.0869749177323049,0.0526425296335350,0.718884566530860,0.489149303521293,0.550748934880858,0.465691178859786,0.0941557512003897,0.145396659038756,0.110090795418278,0.126062421009452,0.202908331325330,0.413180532488223,0.457841774444706,0.404404538397351,0.109504657765613,0.102500364728769,0.363710269577192,0.353789007466401,0.164853772404564,1.09048566783558,1.34840644537253,1.16307805142206,1.17749645074136,0.693775786803150,0.763625861901849,0.968291467931469,1.06588427889610,1.36534864084710,1.28835931891992,1.37845967811245,1.22231337361301,1.30706527042860,0.661340088758553,1.21398149138972,1.25200068493852,0.880497168893323,0.871805176773510,1.09517370428471,0.895807442770805,0.656712269165264,0.898273671168603,0.780737423126337,0.294670798287246,0.561482299881989,0.758153391836069,0.645703987962737,1.02674475320434,0.680879159439195,0.977530802789043,0.971857948248118,1.06326169605397,0.332759745162839,0.759393895529608,0.935277752394473,0.687434747052396,0.996827488441890,0.617626353378937,1
0,0,0,0,0,0,57,52,0,48,0,0,82,70,6,0,0,0,0,0.0996105453437711,0.0567631954484883,0.152553575128985,0.229945492688827,0.196982913736636,0.183315242147101,0.347226361910377,0.414458799320386,0.170455830231013,0.432010650268850,0.164377919375827,0.0986143271567742,0.600294202240099,0.391336298310416,0.294557656449000,0.108560488439591,0.182490819801585,0.0657881669697715,0.0595271888077382,1.22497004411586,1.39265770123607,1.36067804871270,1.40033410875329,0.959991410196721,0.973933774802303,0.890555489619768,1.04658847719327,1.34021514569907,1.25504997174887,1.39432831210453,1.39687250148826,1.29779196978188,0.799247289663919,1.21127497837113,1.32325766715635,1.10343035348261,1.16207855626064,1.26053709903797,0.670058517091541,0.825255959903017,0.593924094535550,0.899032611723265,0.610060762882797,0.615956078132236,0.997317926018173,0.805627976046420,0.931629602450048,0.889200168011500,0.890601277156254,0.919077001446231,0.971187470600376,0.497202947456694,0.794452759056524,1.01454409688614,0.952179209938580,0.893533164394430,0.800840421050436,2
0,0,123,8,92,74,0,0,85,0,114,0,25,94,0,0,0,0,0,0.0725726562931808,0.0553003315836230,0.817625305339696,0.340604905636979,0.467303136871739,0.410297413880628,0.0754812671802920,0.186787877692862,0.582523841242042,0.148310579816856,0.785082606405774,0.192247359554283,0.367277879751915,0.405329071390595,0.136716838332746,0.0969209256974515,0.172095574841638,0.147349299836645,0.125741896462036,1.19698973725731,1.34974690709552,1.04439346578830,1.19548196787086,0.749033377684719,0.787870069894079,1.05998401001997,0.972253877338914,1.14989560348405,1.24197833856619,1.07489991292987,1.28490823761299,1.31127981413507,0.667487500998121,1.13106824916871,1.19587500768051,0.938496835797166,0.940724377325504,1.08136924068025,0.665538780650403,0.572720993075838,0.759258671550775,0.785573407233199,0.501033271345425,0.476623937956190,0.789713949411297,0.594871890529310,0.901206563113897,0.670631350126770,0.776113948032984,0.683496404633614,0.902953975001680,0.375824191221569,0.696504847276085,0.883122973563903,0.811984291027076,0.738932849575489,0.661466543309812,1
0,0,0,61,0,0,0,51,8,18,4,0,8,98,0,0,14,0,0,0.120584311480424,0.0606648234119917,0.201772682007149,0.408014154611658,0.219568206402773,0.198989765609336,0.0744082772951912,0.362860307316934,0.216608035235750,0.237105872631966,0.257158683591752,0.132015547619742,0.301432930219916,0.540416300494903,0.245662960256961,0.0694864273671859,0.300189351899928,0.0671461814647461,0.0590037127175420,1.28006212217814,1.36451421094493,1.37999949184056,1.33919331101948,1.01151582096403,1.01169167735876,1.08685513226397,1.06818018455886,1.38142976771384,1.32600092504406,1.47280303948631,1.40293117184645,1.44503919526004,0.660662893039810,1.26462619951772,1.33263695832473,1.06617958306970,1.21520201238513,1.27527924343171,0.906957134486674,0.813559908171563,0.677224328294325,1.00930184130150,0.835703490042618,0.836226866823901,1.00067290073760,0.965549207860912,1.01136026315865,0.985594515725786,1.03323849397763,0.846018823769912,1.01044251871037,0.703215931512199,0.856632547084588,0.902775329354473,0.773026729091819,0.494889850539723,0.896037701514373,2
0,0,67,18,86,74,0,0,58,0,83,0,20,12,0,0,0,36,0,0.0833554552018393,0.0537078639267545,0.457991762447346,0.293604633522726,0.481237193304511,0.413473162684635,0.0705381541185870,0.169841761527135,0.430493088894238,0.141461621356988,0.581397801361657,0.220927126407793,0.306843078135085,0.309275417256481,0.125201019154502,0.0830060593956924,0.124319871325950,0.316210150396411,0.115787549772719,1.19912759808560,1.31895618315864,1.21557918983659,1.18325947497642,0.788435999781137,0.805260414506702,1.13919049494683,0.968444907282130,1.21805482074999,1.25276786931426,1.18713499175604,1.26485385848713,1.27253482980283,0.735687213747216,1.10202858449245,1.17966741402147,0.914759607206862,0.892897701957587,1.12305484672665,0.640677715371048,0.776833284863398,0.913573789902203,0.924909116344948,0.317757442448433,0.341512129920590,0.837202354250617,0.645745804881895,0.883947135597929,0.814685942104346,0.747322416886064,0.386519068217045,0.991333879221920,0.577278325685097,0.719130733614530,0.815205744833268,0.620111596456798,0.933692852939649,0.742442211963158,1
0,0,0,21,2,2,0,0,0,0,0,0,0,99,50,0,101,0,0,0.124672943983866,0.0638982177810779,0.185589587779991,0.340817194791783,0.324946764682158,0.292837849876563,0.0746552719456143,0.168833347257106,0.139513418117822,0.148472423239932,0.231370649477024,0.0813371338229535,0.156559627617314,0.649993372784525,0.486193967446794,0.0759149543289890,0.618614203046480,0.0586705459637245,0.0605753696471728,1.21458665085177,1.36228266008633,1.37873024410523,1.34258702196970,0.972494306021247,0.981339912371045,1.23873112729008,1.16556200908563,1.39600682416995,1.33107434604545,1.43922973484725,1.33094760916372,1.40792257895511,0.571003638819073,1.17414970444509,1.30517292451336,0.877355635360890,1.16995994718087,1.34075110476192,0.642560365777497,0.712511582487233,0.466662816309833,0.935488940760146,0.485179130729948,0.480209294025438,0.805678511000728,0.857432340195453,0.912784450534016,0.849427516229686,0.947254962138077,1.01059594543585,0.948131323273997,0.476180838608191,0.790638294023216,0.613242315770562,0.824145925548829,0.879549129704597,0.782068190815722,2
0,0,4,18,100,100,0,4,0,0,117,0,14,0,0,0,0,4,0,0.0872888480296118,0.0552163104032615,0.212946469048759,0.214531567071792,0.511265760604794,0.560938154861101,0.0557042843524183,0.272556138830544,0.138733387027355,0.178414776823474,0.818682286192460,0.228830304322116,0.191076136543185,0.237964711601119,0.243000579629921,0.0844438617653459,0.124018656153467,0.288051702551092,0.0917886831869319,1.06436540341023,1.36116810053746,1.29454838424759,1.21452822374431,0.731112914953198,0.669931599011175,1.10615565429331,1.01335435772999,1.28580324229125,1.34763926552874,1.07015952403752,1.29550502747317,1.33861832182606,0.736617432099499,1.11731658814472,1.34642707904480,1.04343044897242,0.863436011137329,1.05931552441467,0.721537410813997,0.564624908625861,0.915628482891334,0.975235654468132,0.589915513278055,0.591359514061202,0.769511259030415,0.824948829330027,0.749406820584146,0.769873754286381,0.751341564413181,0.981858909412071,1.04033952428770,0.288580151374019,0.754855069779438,0.787385445243788,0.601181570599529,0.648326124143629,0.662718492917588,1
