@RELATION LID

@ATTRIBUTE mean_FP1 NUMERIC
@ATTRIBUTE mean_FP2 NUMERIC
@ATTRIBUTE mean_F3 NUMERIC
@ATTRIBUTE mean_F4 NUMERIC
@ATTRIBUTE mean_C3 NUMERIC
@ATTRIBUTE mean_C4 NUMERIC
@ATTRIBUTE mean_P3 NUMERIC
@ATTRIBUTE mean_P4 NUMERIC
@ATTRIBUTE mean_O1 NUMERIC
@ATTRIBUTE mean_O2 NUMERIC
@ATTRIBUTE mean_F7 NUMERIC
@ATTRIBUTE mean_F8 NUMERIC
@ATTRIBUTE mean_T3 NUMERIC
@ATTRIBUTE mean_T4 NUMERIC
@ATTRIBUTE mean_T5 NUMERIC
@ATTRIBUTE mean_T6 NUMERIC
@ATTRIBUTE mean_FZ NUMERIC
@ATTRIBUTE mean_CZ NUMERIC
@ATTRIBUTE mean_PZ NUMERIC
@ATTRIBUTE std_FP1 NUMERIC
@ATTRIBUTE std_FP2 NUMERIC
@ATTRIBUTE std_F3 NUMERIC
@ATTRIBUTE std_F4 NUMERIC
@ATTRIBUTE std_C3 NUMERIC
@ATTRIBUTE std_C4 NUMERIC
@ATTRIBUTE std_P3 NUMERIC
@ATTRIBUTE std_P4 NUMERIC
@ATTRIBUTE std_O1 NUMERIC
@ATTRIBUTE std_O2 NUMERIC
@ATTRIBUTE std_F7 NUMERIC
@ATTRIBUTE std_F8 NUMERIC
@ATTRIBUTE std_T3 NUMERIC
@ATTRIBUTE std_T4 NUMERIC
@ATTRIBUTE std_T5 NUMERIC
@ATTRIBUTE std_T6 NUMERIC
@ATTRIBUTE std_FZ NUMERIC
@ATTRIBUTE std_CZ NUMERIC
@ATTRIBUTE std_PZ NUMERIC
@ATTRIBUTE var_FP1 NUMERIC
@ATTRIBUTE var_FP2 NUMERIC
@ATTRIBUTE var_F3 NUMERIC
@ATTRIBUTE var_F4 NUMERIC
@ATTRIBUTE var_C3 NUMERIC
@ATTRIBUTE var_C4 NUMERIC
@ATTRIBUTE var_P3 NUMERIC
@ATTRIBUTE var_P4 NUMERIC
@ATTRIBUTE var_O1 NUMERIC
@ATTRIBUTE var_O2 NUMERIC
@ATTRIBUTE var_F7 NUMERIC
@ATTRIBUTE var_F8 NUMERIC
@ATTRIBUTE var_T3 NUMERIC
@ATTRIBUTE var_T4 NUMERIC
@ATTRIBUTE var_T5 NUMERIC
@ATTRIBUTE var_T6 NUMERIC
@ATTRIBUTE var_FZ NUMERIC
@ATTRIBUTE var_CZ NUMERIC
@ATTRIBUTE var_PZ NUMERIC
@ATTRIBUTE skewness_FP1 NUMERIC
@ATTRIBUTE skewness_FP2 NUMERIC
@ATTRIBUTE skewness_F3 NUMERIC
@ATTRIBUTE skewness_F4 NUMERIC
@ATTRIBUTE skewness_C3 NUMERIC
@ATTRIBUTE skewness_C4 NUMERIC
@ATTRIBUTE skewness_P3 NUMERIC
@ATTRIBUTE skewness_P4 NUMERIC
@ATTRIBUTE skewness_O1 NUMERIC
@ATTRIBUTE skewness_O2 NUMERIC
@ATTRIBUTE skewness_F7 NUMERIC
@ATTRIBUTE skewness_F8 NUMERIC
@ATTRIBUTE skewness_T3 NUMERIC
@ATTRIBUTE skewness_T4 NUMERIC
@ATTRIBUTE skewness_T5 NUMERIC
@ATTRIBUTE skewness_T6 NUMERIC
@ATTRIBUTE skewness_FZ NUMERIC
@ATTRIBUTE skewness_CZ NUMERIC
@ATTRIBUTE skewness_PZ NUMERIC
@ATTRIBUTE kurtosis_FP1 NUMERIC
@ATTRIBUTE kurtosis_FP2 NUMERIC
@ATTRIBUTE kurtosis_F3 NUMERIC
@ATTRIBUTE kurtosis_F4 NUMERIC
@ATTRIBUTE kurtosis_C3 NUMERIC
@ATTRIBUTE kurtosis_C4 NUMERIC
@ATTRIBUTE kurtosis_P3 NUMERIC
@ATTRIBUTE kurtosis_P4 NUMERIC
@ATTRIBUTE kurtosis_O1 NUMERIC
@ATTRIBUTE kurtosis_O2 NUMERIC
@ATTRIBUTE kurtosis_F7 NUMERIC
@ATTRIBUTE kurtosis_F8 NUMERIC
@ATTRIBUTE kurtosis_T3 NUMERIC
@ATTRIBUTE kurtosis_T4 NUMERIC
@ATTRIBUTE kurtosis_T5 NUMERIC
@ATTRIBUTE kurtosis_T6 NUMERIC
@ATTRIBUTE kurtosis_FZ NUMERIC
@ATTRIBUTE kurtosis_CZ NUMERIC
@ATTRIBUTE kurtosis_PZ NUMERIC
@ATTRIBUTE class {1 2}

@DATA
1.36758200000000,-32.6568400000000,1.34317000000000,2.19960600000000,1.80759800000000,-4.88282400000000,29.6939300000000,5.59844200000000,3.60779200000000,-14.8597640000000,16.3750060000000,48.9265780000000,10.8703160000000,-52.8015560000000,4.92872800000000,-2.37011200000000,-12.2500320000000,-12.1007680000000,0.107436000000001,16.3943157156022,20.7115275072063,16.5029620677963,10.0505998129447,15.9612299306223,15.7897365218005,17.7107872555548,14.0356969284454,10.1942450337606,13.3082687108604,19.4432725407054,36.8674690472212,19.9582429187780,53.0835324194908,15.8943218458636,15.9791725065927,16.4314102764895,13.0165793741437,10.0250547547420,268.773587782842,428.967371681764,272.347757011122,101.014556599964,254.760860898192,249.315779427880,313.671985211523,197.000788267170,103.922631808353,177.110016080465,378.040847092148,1359.21027394781,398.331460404954,2817.86141413113,252.629466939896,255.333953995447,269.991243674325,169.431338603383,100.501722835575,0.0701799898323174,0.109190967918165,0.293151104146353,0.146706855972606,0.190619381885201,0.135348539053358,0.0748051307421195,0.206861005417453,0.144663445414301,0.340313588853323,-0.179298384345213,0.473919261450928,-0.326356796163657,0.0514553523272098,0.0374362820862605,-0.132273605446526,0.104267157334179,0.174813629425357,0.0459411303184609,2.36899615483515,2.49042011785745,3.03686630952938,2.61356991911409,1.85844271443041,1.91372753554696,2.21574325867111,2.31484348927706,3.05752205919648,3.60506972852605,2.84480444183797,2.47561440381777,3.28672178871072,1.70407615863747,2.31650973263063,2.72220707214482,2.29343427974487,2.31953026219717,2.36314564076972,1
-15.7349620000000,2.45956400000000,-37.4179740000000,30.7736200000000,22.3355360000000,-23.9841780000000,16.7011960000000,-3.36993600000000,15.5687540000000,0.0408239999999965,-19.6798840000000,-10.0087920000000,22.1394700000000,16.0876880000000,-8.14745200000001,4.67968000000000,5.98379800000000,-36.0537220000000,15.5705000000000,13.7065823846022,14.1449069414637,20.4848324665761,21.9360222709986,19.7055190828700,19.4602566649375,18.1812856615311,15.9816044428913,15.6184871769604,15.2361326462147,23.4171944569586,22.0359256924456,37.1291087925439,45.2213362090033,15.5140626526929,16.2767892192587,13.9726932870002,18.9248639594710,16.4184654397661,187.870400665888,200.078392382669,419.628361183692,481.189073073747,388.307482325355,378.701589465246,330.559148306196,255.411680569042,243.937141696878,232.139738013050,548.364996235014,485.582021122982,1378.57071972856,2044.96924852771,240.686139991680,264.933867288176,195.236157692581,358.150475884485,269.566007396794,0.198528934559423,-0.0634527632511930,0.0435824272808083,-0.351492125913717,-0.221633263803554,0.409598373823971,0.0122352239865957,-0.0955604015756572,0.0758864318324181,-0.394705749386051,-0.0900977020734859,0.483305086589390,-0.163479397335910,0.00203020700353640,0.0403474173942946,-0.255408475985353,-0.163411903735532,0.0307774583292781,-0.375468497794624,2.53066014153122,3.05273449255167,2.77817047495573,2.63075286732102,2.67118094529422,2.71258948581154,2.49164511064521,2.57363408818945,2.77919105829379,3.41583223131641,2.96087424145741,2.87642694628468,2.28699941914002,1.85452437028554,2.48225405793660,3.03069493688760,2.71814187038692,2.21662075359668,3.00584306862994,2
-20.5605580000000,-87.7068379999999,1.99257800000000,1.69668000000000,10.6791080000000,-13.8718860000000,31.5849540000000,-15.2861220000000,-26.8490160000000,-57.4619180000000,-3.15409999999999,137.105268000000,-0.657414000000002,-65.7095740000001,-15.1301020000000,-68.1076140000000,-46.0449060000000,-46.6439340000000,-15.4765780000000,14.3742311333855,23.1281211115832,15.8548925995291,9.46437112454739,17.5695560083058,17.6119024139438,16.8523332270126,16.0985075192644,12.7945102083153,18.3475934289089,21.6973682366039,19.3227207817376,17.4381533209539,52.3876922416835,16.3858329610444,31.5361577689270,14.1941244778447,18.0154656938414,11.5594446437907,206.618520675988,534.909986152059,251.377619342601,89.5743207831664,308.689298328994,310.179106638280,284.001135194273,259.161944347812,163.699491470685,336.634184632541,470.775788394790,373.367538408994,304.089191245094,2744.47029840934,268.495521827251,994.529246826658,201.473169692549,324.557004165976,133.620760472862,0.200208024386873,0.132906070488251,0.218030662203034,0.216836990318339,0.127559413279966,0.114639701822948,0.163883912158169,0.0463782839040442,0.260983415060951,0.189504635081146,0.167737920886277,-0.453909604374904,-0.426291495982282,0.0660560990724130,0.126415366073134,-0.00950490511679406,0.297279275166732,0.0944660513138197,0.177255930591436,2.09260287919766,2.31640546213948,2.78936744840918,2.65197951373025,2.07407525258454,2.13336908382411,2.17753886910463,2.57028274277331,2.55692663778909,2.45848599707391,2.60635995667279,2.95532930459404,2.93525674467840,1.71504495536870,2.56971965301821,2.12339653727523,2.32328193429540,2.45003408202516,2.69417014926300,1
-29.9205000000000,5.10918400000000,-4.15077600000000,51.3863260000000,-1.28846400000000,-0.235935999999998,39.8533220000000,10.4611320000000,49.6527419999999,4.77538000000000,-57.4371240000000,23.4947320000000,-54.9933700000000,6.70524400000000,2.76895800000000,12.8950880000000,24.7253780000000,-77.0679680000000,37.7580340000000,20.2266085108132,15.7955271461827,22.9643342645558,14.0875683938082,24.7436619585489,24.9371773458799,17.4051093934025,14.9556100791728,11.0705878955067,17.7007268289227,23.8195664752060,56.2007816551824,46.0278916096442,45.9254225482241,16.3496638932757,15.1249153480218,14.0956551951968,20.7023864749573,12.4692914700224,409.115691849699,249.498677825796,527.360648214253,198.459583250224,612.248807118942,621.862813979863,302.937832996309,223.670272840256,122.557916352140,313.315730272144,567.371747066757,3158.52785865348,2118.56680602916,2109.14443623293,267.311509423082,228.763064284826,198.687495381880,428.588805758493,155.483229764373,-0.0929551549871950,0.00828897898595183,-0.110785551639180,0.0910981839272138,0.0906193547177366,-0.0106340494341721,0.00287232721750027,0.0658123173620728,-0.0748845672376606,-0.0934272797581847,-0.144652834219505,-0.594016307214155,1.58853271315834,0.0708932714501216,-0.124599725508638,-0.0991311793752771,0.195400890005374,-0.0910866274022751,0.0837928518419629,2.19590440123046,2.51392428322742,2.90982643068076,2.76860470229625,2.40018950405380,2.35735800962772,2.23279160521850,2.47870262677524,2.71193406539229,2.30328850733420,2.86052590915512,2.18860742074536,5.04458727419919,1.92289614514826,2.55803109739597,2.78698331191775,2.52192029380459,2.14082175174883,2.43645626471684,2
8.52185800000000,-143.006448000000,24.4316440000000,43.9964900000000,65.6751820000000,-69.2435700000000,-25.1308680000000,-58.0138620000000,-26.5254000000000,-104.794928000000,56.7734380000000,224.782232000000,-47.2179720000000,-34.0240280000000,-40.6683660000000,-164.762708000000,-34.6898540000000,-49.5339720000000,-11.9107320000000,15.8271630010928,17.3312960341615,15.8947760429701,12.9628027203469,16.7085342126695,16.5707079854597,19.4090502272529,13.8220143604656,9.25530500986603,9.66697446222563,23.3970202709078,19.8372704154894,21.2559216403518,53.0719787539615,14.1243429777512,19.7965222762789,13.8117127783787,13.1131063625736,11.0214362138793,250.499088663162,300.373822223743,252.643905456176,168.034254366633,279.175115535948,274.588363139379,376.711230724024,191.048080980918,85.6606708256512,93.4503952533225,547.420557557270,393.517297537251,451.814204780778,2816.63492886094,199.497064553151,391.902294235206,190.763409872429,171.953558476169,121.472056216609,0.0772034221110823,0.0573041409077164,0.201627861029327,-0.0690392705353599,0.0857860112770828,0.178307498029677,-0.0592764894267268,0.104922416198753,-0.189735102474446,0.0263542663061480,0.0982786660403998,-0.306508855149832,0.0161750693433106,0.0769906063038376,0.0155588915198130,0.0806268634174773,0.0526090957233270,0.0773836284120527,-0.0727619802924476,2.29825823478067,2.64907900560011,2.82256512077688,2.41286766685937,2.01071074080380,2.01812792428771,2.41461704966040,2.14536729803655,2.72155216456550,2.91633146867973,2.54441765151879,2.85804290261700,2.41272011661371,1.72224331273197,2.27243965911167,2.65115473670229,2.27953941229983,2.26265753762838,2.38884887772267,1
-38.0783240000000,-37.8546860000000,-52.0906380000000,58.0144520000000,3.73945800000000,-5.97537800000000,2.01580200000000,4.82128800000000,5.31308400000000,-51.5943260000000,-99.8197299999999,-24.1525420000000,-63.8173860000000,-71.0156280000000,-44.7578380000000,-192.965242000000,10.1029340000000,-152.145136000000,20.5605380000000,14.2975044605211,18.2424526873857,20.0838181155664,14.4774775392502,16.9929418768940,16.9529958450818,16.0971212291679,15.1363216747246,11.0144780902294,12.9535930373344,24.8945603921688,23.0287575613161,23.6998878838787,45.0894666537969,16.4227000975096,33.8963229773704,14.4644412349085,13.7919948086965,12.4899171793431,204.418633798621,332.787080051507,403.359750099155,209.597355899495,288.760073631499,287.404068123362,259.117311866529,229.108233840737,121.318727600144,167.795572576878,619.739137119339,530.323674817872,561.684685708421,2033.06000312386,269.705078492742,1148.96071138621,209.220060238120,190.219120803110,155.998031146850,0.140581429297871,0.0307669535323265,0.306110817172293,0.136847783839696,0.0296498149009672,0.248203042808562,0.0633929498823491,0.0641217519064349,-0.0173184768295989,0.00329108922071337,-0.122809479100653,-0.0579693479659145,0.220766278281244,0.105718905497928,0.130126063849637,0.267306107199277,0.0810267211089103,0.287312214796857,0.0690826558984472,2.35658279788873,2.63760354373177,3.64316253389012,3.12373051882675,2.56395745165976,2.62078052406660,2.26295341580767,2.27171341750881,2.75499151877845,2.83262066007323,2.97787896483000,2.90539151113168,3.60090912491063,1.82899428909275,2.56533015206524,1.99540256514784,2.39070462354277,2.46516370799969,2.31114580989755,2
22.8256080000000,-174.570120000000,5.82129800000000,44.1267620000000,78.4054760000000,-81.8027440000000,-73.3933580000000,-64.7693420000000,-22.0545060000000,-111.718172000000,88.9298780000000,219.347650000000,-14.2277260000000,-42.6738320000000,-59.4966980000000,-121.452732000000,-33.9915900000000,-24.9181640000000,-2.61113800000000,16.0981343319116,15.4662852295956,17.8821102185658,13.7507885420587,15.4635313887691,15.3859701970423,21.3158983444352,13.7642102455755,9.25348223540338,10.8631331706365,20.2855690557338,27.1700919798939,19.0123101085126,53.8152417853959,14.9071059169926,23.7043311689766,13.1258148057379,12.8829316737350,10.1282078020506,259.149928968272,239.205978803206,319.769865868934,189.084185528412,239.120803011447,236.728078904272,454.367522230296,189.453483684405,85.6269334809258,118.007662282982,411.504311914946,738.213898195892,361.467935662249,2896.08024842062,222.221806820437,561.895316168513,172.287014314529,165.969928510124,102.580593281519,0.0136077776146188,-0.00969522874255624,0.00977955267485668,0.113656093295025,0.165740111458410,0.162018568432245,0.182782315771538,0.164093034314748,-0.0364333638183174,0.253338475727243,0.0142771840928965,-0.410413671655607,0.255537784331918,0.0446860730586992,-0.0390951455180347,0.285554187277594,0.156508547314202,0.157446914167517,0.102949824590605,2.57126193273426,2.71648566532837,2.75629053947919,2.37340361435197,1.67573383846864,1.71923888625084,2.51289158694991,2.29831210020876,2.68914832292294,3.93748165331736,2.76890931681878,2.67436711856030,3.90236763468897,1.77061916353233,2.70719564326485,2.45125637510510,2.10904939305173,2.38023029485908,2.49145557408876,1
-60.1263840000000,-77.3955140000000,-74.6759839999999,64.7847760000000,20.2302680000000,-23.0537080000000,1.83904400000000,7.94042600000000,19.5695440000000,-55.1617240000000,-87.3327960000001,35.7972620000000,-42.8017540000000,-96.0781220000000,-50.7126840000000,-209.337902000000,-25.3904380000000,-128.813466000000,21.2707080000000,17.1787578786433,17.8242983680826,20.3046452578181,15.0289996194340,15.8650926079583,15.8199281941123,15.2510185895271,14.6072214605694,12.2721146471131,12.3329106164104,26.5687809962301,26.7060080005981,19.3310870644066,45.2231897217383,14.8404414529076,17.9383551418402,16.7919776144015,16.3158209900084,11.3766302121808,295.109722253050,317.705612314433,412.278619045835,225.870829560946,251.701163459094,250.270128066870,232.593568018100,213.370918798120,150.604797911888,152.100684272369,705.900123625635,713.210863328012,373.690927091668,2045.13688860833,220.238702517178,321.784585194786,281.970512202561,266.206014578000,129.427714984705,-0.0168260573094552,-0.0207429138866035,-0.00131807640195452,-0.0453836483147899,0.172373185547628,0.129545628598676,0.0928999168930480,0.208168996504791,0.224517060006536,0.200967390011004,-0.0739230567781921,0.156633227141406,-0.462191019763019,0.117890843899815,0.106777014078343,0.159977859677323,-0.0265908246246439,0.183740417563914,0.163991844550826,2.56880181260213,2.66638282419670,2.74021163434191,3.23651641426328,2.00892254660123,2.08006732515069,2.23702204885072,2.42404695903924,2.82962737956515,3.10961564453014,2.91943626361691,2.62266879365593,3.83794964114348,1.86941462572680,2.67738670365304,2.72800441892749,2.61928687205712,2.50434037468003,2.18211770122381,2
64.8123000000000,-189.260754000000,-4.02188000000000,46.3304720000000,73.9552520000001,-77.9752140000000,-152.037888000000,-44.4519500000000,14.4648320000000,-66.8261840000000,136.725012000000,96.7412180000001,100.553890000000,-49.1099760000000,-43.1716820000000,-36.5417900000000,-1.69276400000000,13.5015680000000,47.0277380000000,15.7293719552375,13.3225635912451,15.8918594742307,10.8689338894393,15.6181165212659,15.4229168746398,18.5436875948309,13.8909423104426,9.55738411145455,12.1520162186569,19.0365296655475,21.2234776727927,24.7481161151389,53.2801666531986,15.0830680204890,20.9513122077916,12.8716907994395,12.5883707174525,10.6376113815634,247.413142106212,177.490700642769,252.551197548698,118.133723893002,243.925563671840,237.866364922048,343.868349614685,192.958278272044,91.3435910538838,147.671498178501,362.389461707270,450.436004527531,612.469251248397,2838.77615859261,227.498940910697,438.957483228357,165.680424036377,158.467077320016,113.158775905166,0.110507475059891,0.0743127120322273,0.193927089058446,0.215027020728990,0.166577144130518,0.180129815244755,-0.00748275174593678,-0.0429737866584881,-0.172623096712897,-0.298773605242342,-0.109661734264970,-0.108643585733357,-0.732076660739292,0.120507465041377,-0.0449985217871490,0.0333608688077927,0.139296891259071,0.0261300279234791,-0.0593334502210713,2.15492552570253,2.39801094116615,2.49226641500472,2.47621086428557,1.74690792704615,1.75099613672708,2.54641857401764,2.26648897586151,3.19172976352004,2.98832272890519,2.76075828995460,2.60519345320173,3.88510122157128,1.73770735589181,2.30551835322992,2.39408313644733,1.99845565511910,2.31185482324468,2.47341045265292,1
-102.901568000000,-179.455862000000,-101.333016000000,-83.2290939999999,41.0873220000000,-44.3515640000000,-107.666612000000,14.6457280000000,-2.81503800000000,-49.1331960000000,-74.5134880000000,106.486906000000,4.11620600000000,-111.573444000000,-94.9005759999999,-171.715268000000,-92.9451220000000,-65.8767440000000,24.7119120000000,14.0154531365426,16.4803247538068,18.9160547222791,12.6108043185312,15.5073845865687,15.3571811817665,22.1817840107882,14.1201312546063,10.3834420314941,11.9656138290602,26.5358517746967,16.4808162762476,19.4803378289861,44.9267840608134,15.8694326772958,18.3652680352940,12.5601374714499,12.0516175480935,12.2636713261996,196.432926622621,271.601103990938,357.817126256257,159.032385560285,240.478976715748,235.843013849603,492.031541901258,199.378106647310,107.815868421399,143.175914306197,704.151429408673,271.617305131427,379.483561931427,2018.41592604696,251.838893499223,337.283070008193,157.757053301720,145.241485525515,150.397634397050,-0.0699685041061613,0.0552206179561586,-0.0745997491465841,0.350505029570965,0.195273384735453,0.150072532132384,0.0999883283864163,0.0600785603396613,0.156353862242225,0.152532288370664,-0.256565464662705,-0.296935484697315,-0.547277898212120,0.110413997708998,-0.0962974937287859,-0.169351583535293,0.0843018836862959,0.133709518425281,0.105183516380950,2.41689311897755,2.79085369365931,2.98123729287726,3.37350917459773,1.85877650220904,1.93740726637266,2.33314824423758,2.39288451138345,3.09052827544847,3.05053854209034,2.78413535429472,2.99205388842327,4.84493075207249,1.84480368878118,2.60888533856858,2.60880005618809,2.08618422005184,2.03989987917781,2.36803840039810,2
